timestamp,server_id,incoming_requests,active_connections,cpu_usage_percent,memory_usage_percent,network_latency_ms,response_time_ms,server_capacity_weight
04-01-2024 05:51,2,700,402,10.62,32.21,246.6,75.74,4
04-01-2024 05:52,8,416,475,88.4,63.52,159.26,50.64,2
04-01-2024 05:53,1,538,90,15.61,36.22,241.4,468.76,1
04-01-2024 05:54,8,738,440,89.78,54.96,50.94,594.28,1
04-01-2024 05:55,8,60,218,12.39,24.34,13.89,189.62,1
04-01-2024 05:56,2,602,330,75.53,30.18,196.18,412.62,2
04-01-2024 05:57,4,495,186,55.45,70.03,36.12,700.89,3
04-01-2024 05:58,6,163,381,52.99,17.64,167.45,614.15,2
04-01-2024 05:59,9,741,209,16.19,23.39,217.73,200.81,3
04-01-2024 06:00,8,755,51,30.29,31.12,125.09,280.89,3
04-01-2024 06:01,8,245,288,76.09,16.51,17.94,258.52,4
04-01-2024 06:02,7,909,88,85.76,22.15,266.7,581.22,5
04-01-2024 06:03,9,786,491,54.98,36.1,17.76,775.18,1
04-01-2024 06:04,2,892,432,40.03,21.97,271.9,238.46,1
04-01-2024 06:05,3,372,136,15.1,79.96,20.53,478.87,2
04-01-2024 06:06,10,985,158,67.99,19.96,221.87,791.08,5
04-01-2024 06:07,8,822,282,33.67,79.57,277.83,142.91,4
04-01-2024 06:08,6,561,408,14.68,76.71,272.56,534.08,1
04-01-2024 06:09,10,677,155,66.6,22.56,268.55,278.95,2
04-01-2024 06:10,9,711,463,51.29,16.89,265.51,793.5,4
04-01-2024 06:11,10,679,220,11.02,18.75,155.57,104.84,5
04-01-2024 06:12,4,214,459,19.43,59.28,169.52,371.98,2
04-01-2024 06:13,8,301,167,69.43,65.28,187.82,218.88,4
04-01-2024 06:14,10,828,322,15.41,61.55,269.3,44.71,5
04-01-2024 06:15,3,93,179,83.61,55.61,252.26,771.61,1
04-01-2024 06:16,3,519,329,36.46,28.1,235.98,463.17,5
04-01-2024 06:17,8,538,50,17.54,78.07,204.34,566.61,2
04-01-2024 06:18,5,230,301,74.58,39.57,187.42,503.81,1
04-01-2024 06:19,3,126,87,54.58,88.96,277.13,135.81,3
04-01-2024 06:20,10,423,33,36.06,43.86,61.83,153.04,2
04-01-2024 06:21,1,677,275,44.52,34.73,61.85,508.63,3
04-01-2024 06:22,3,116,141,11.82,82.07,294.83,628.25,5
04-01-2024 06:23,9,574,206,66.33,57.56,168.18,496.63,4
04-01-2024 06:24,5,141,224,41.09,69.14,147.6,464.89,1
04-01-2024 06:25,10,807,113,70.69,45.63,255.93,601.85,2
04-01-2024 06:26,2,828,278,63.39,81.52,255.68,210.01,1
04-01-2024 06:27,7,700,404,65.36,83.83,57.1,590.68,5
04-01-2024 06:28,2,902,353,77.4,47.76,56.2,340.75,5
04-01-2024 06:29,4,293,5,63.65,33.05,239.6,545.76,4
04-01-2024 06:30,7,390,382,45.59,63.58,236.76,234.28,4
04-01-2024 06:31,4,952,212,43.14,86.59,71.43,127.22,2
04-01-2024 06:32,7,834,256,20.16,61.68,253.25,42.74,1
04-01-2024 06:33,7,353,334,76.25,86.57,146.62,646.71,2
04-01-2024 06:34,1,447,475,74.69,40.79,143.65,173.64,3
04-01-2024 06:35,6,752,474,30.94,83.63,295.78,303.5,5
04-01-2024 06:36,9,497,416,83.33,23.44,158.17,619.71,3
04-01-2024 06:37,2,146,30,60.07,41.91,45.43,371.14,3
04-01-2024 06:38,3,380,347,50.69,52.09,87.65,189.69,1
04-01-2024 06:39,10,254,410,11.49,63.98,103.44,171.91,3
04-01-2024 06:40,5,498,82,42.53,37.06,287.75,338.19,3
04-01-2024 06:41,9,467,493,64.46,84.32,82.89,460.84,4
04-01-2024 06:42,4,698,471,17.63,82.76,131.97,326.03,2
04-01-2024 06:43,1,126,236,49.06,74.95,226.14,725.56,4
04-01-2024 06:44,4,945,495,94.44,23.58,85.86,22.99,1
04-01-2024 06:45,6,598,344,70.91,20.87,211.98,333.57,2
04-01-2024 06:46,5,847,388,56.48,52.36,66.22,599.41,2
04-01-2024 06:47,1,474,361,55.31,72.4,76.54,714.9,5
04-01-2024 06:48,4,478,323,13.72,24.24,295.97,299.55,5
04-01-2024 06:49,6,534,253,91.37,63.11,113.84,545.4,3
04-01-2024 06:50,10,864,118,88.9,54.59,220.26,472.67,2
04-01-2024 06:51,10,184,427,68,69.45,252.82,177.2,2
04-01-2024 06:52,4,703,30,18.42,47.65,107.32,551.14,5
04-01-2024 06:53,9,303,111,27.67,67,110.37,214.66,3
04-01-2024 06:54,5,609,400,25.63,26.97,233.06,631.45,5
04-01-2024 06:55,8,304,254,54.16,31.09,184.07,695.4,2
04-01-2024 06:56,9,695,199,27.66,82.75,111.72,393.17,1
04-01-2024 06:57,10,851,295,69.14,39.7,226.12,62.22,5
04-01-2024 06:58,5,769,342,56.34,88.91,259.79,595.13,4
04-01-2024 06:59,6,548,297,11.5,18.47,74.34,384.43,5
04-01-2024 07:00,1,662,287,73.24,52.19,12.19,93.72,2
04-01-2024 07:01,7,533,433,26.05,39.37,85.87,278.29,3
04-01-2024 07:02,4,95,397,80.12,89.7,203.97,246.7,2
04-01-2024 07:03,2,492,489,40.18,89.25,275,586.56,3
04-01-2024 07:04,5,631,425,38.78,32.64,259.6,350.77,2
04-01-2024 07:05,3,697,244,11,35.04,70.54,477.9,4
04-01-2024 07:06,6,841,221,93.96,71.23,264.9,410.86,4
04-01-2024 07:07,8,628,156,62.02,81.73,244.17,584.92,3
04-01-2024 07:08,7,53,383,45.93,64.78,221.65,580.08,4
04-01-2024 07:09,3,785,236,18.21,79.85,208.03,370.06,1
04-01-2024 07:10,8,50,320,69.43,19.75,243.09,125.33,1
04-01-2024 07:11,2,339,373,34.03,63.04,259.21,338.14,4
04-01-2024 07:12,10,158,19,94,67.51,246.64,144.91,5
04-01-2024 07:13,9,826,215,90.8,29.27,40.95,768.14,4
04-01-2024 07:14,4,624,367,72.5,73.35,218.04,761.11,3
04-01-2024 07:15,1,509,114,92.54,85.82,253.18,376.21,4
04-01-2024 07:16,8,315,200,18.98,82.35,59.78,41.55,4
04-01-2024 07:17,7,187,25,33.79,33.37,68.07,312.22,3
04-01-2024 07:18,5,483,422,31.53,39.3,236.86,718.17,1
04-01-2024 07:19,10,93,121,16.12,52.47,106.46,244.66,5
04-01-2024 07:20,5,935,230,92.64,26.88,122.91,505.14,2
04-01-2024 07:21,7,559,99,15.1,86.55,116.26,163.47,5
04-01-2024 07:22,5,993,346,82.82,27.12,67.79,663.63,2
04-01-2024 07:23,8,311,3,75.29,72.11,281.94,715.68,4
04-01-2024 07:24,6,777,386,41.95,40.61,242.73,499.79,1
04-01-2024 07:25,5,682,261,11.6,58.03,78.91,506.53,4
04-01-2024 07:26,9,201,445,10.52,18.54,36.3,315.28,2
04-01-2024 07:27,2,262,254,27.34,30.38,114.92,571.53,1
04-01-2024 07:28,1,283,20,51.98,48.33,127.52,393.2,2
04-01-2024 07:29,8,912,204,48.92,65.79,7.09,601.48,4
04-01-2024 07:30,3,672,294,59.75,73.32,266.71,775.44,2
04-01-2024 07:31,7,410,464,75.62,17.26,256.13,661.45,1
04-01-2024 07:32,10,369,357,42.08,26.44,255.8,423.52,5
04-01-2024 07:33,8,271,128,23.63,69.73,242.71,783.53,4
04-01-2024 07:34,6,787,358,78,75.98,221.27,493.52,2
04-01-2024 07:35,10,259,292,38.28,32.74,192.18,70.6,2
04-01-2024 07:36,9,445,174,34.38,32.22,288.29,589.69,5
04-01-2024 07:37,7,980,221,74.97,21.6,214.96,659.65,1
04-01-2024 07:38,10,632,355,89.4,26.27,190.92,125.17,3
04-01-2024 07:39,5,538,369,87.77,15.6,237.7,549.85,3
04-01-2024 07:40,8,921,37,21.68,59.24,77.65,738.31,3
04-01-2024 07:41,2,650,310,52.77,82.79,290.31,216.11,4
04-01-2024 07:42,7,823,149,17.89,26.22,10.65,476.31,3
04-01-2024 07:43,4,927,405,91.68,71.36,196.28,234.18,3
04-01-2024 07:44,9,513,92,28.29,58.02,27.74,624.04,5
04-01-2024 07:45,1,749,70,26.78,85.49,256.73,472.91,3
04-01-2024 07:46,7,673,84,85.56,74.86,290.45,353.9,2
04-01-2024 07:47,6,501,444,92.27,78.95,125.54,42.61,5
04-01-2024 07:48,8,462,420,69.3,62.94,257.86,756.94,2
04-01-2024 07:49,5,983,205,20.29,75.85,104.04,408.24,4
04-01-2024 07:50,1,800,488,51.3,41.32,52.02,647.21,5
04-01-2024 07:51,1,525,267,79.41,30.68,86.61,325.68,2
04-01-2024 07:52,9,305,88,58.66,83.44,94.04,682.3,2
04-01-2024 07:53,10,199,252,21.27,70.08,191.05,144.83,1
04-01-2024 07:54,6,176,211,24.61,21.8,239.86,200.57,1
04-01-2024 07:55,10,441,343,83.45,80.02,65.54,280.05,1
04-01-2024 07:56,5,880,31,54.8,41.17,31.02,89.1,1
04-01-2024 07:57,1,529,357,70,37.37,70.39,366.2,3
04-01-2024 07:58,6,446,421,41.71,61.75,92.48,399.02,4
04-01-2024 07:59,6,972,316,55.26,57.64,87.55,109.54,3
04-01-2024 08:00,3,451,61,93.05,55.37,69.89,353.14,4
04-01-2024 08:01,8,323,67,38.02,34.12,142.47,173.89,5
04-01-2024 08:02,1,894,226,67.36,86.98,257.51,702.67,4
04-01-2024 08:03,1,959,413,24.66,86.26,34.6,417.25,3
04-01-2024 08:04,6,188,451,20.35,15.31,259.3,762.53,5
04-01-2024 08:05,10,152,335,76.61,40.34,151.62,286.32,5
04-01-2024 08:06,1,291,327,81.75,18.42,199.84,286.29,5
04-01-2024 08:07,6,166,67,66.81,78.77,245.53,284.2,1
04-01-2024 08:08,1,263,128,23.45,81.49,94.78,229.26,3
04-01-2024 08:09,6,533,111,30.45,53.87,286.5,631.7,1
04-01-2024 08:10,3,578,491,87.45,77.98,29.7,240.54,2
04-01-2024 08:11,8,740,272,34.54,67.75,160.66,244.65,5
04-01-2024 08:12,6,273,301,79.6,52.47,80.17,56.58,5
04-01-2024 08:13,1,319,34,34.3,42.29,125.34,772.98,5
04-01-2024 08:14,5,874,212,89.85,34.97,137.41,711.31,3
04-01-2024 08:15,8,910,300,87.73,34.46,274.78,248.16,5
04-01-2024 08:16,3,183,373,13.68,57.15,135.27,426.2,3
04-01-2024 08:17,6,163,125,75.49,27.51,210.89,396.54,2
04-01-2024 08:18,5,490,103,24.4,28.11,285.77,88.41,2
04-01-2024 08:19,6,693,481,28.3,15.78,150.89,434.33,2
04-01-2024 08:20,10,700,206,49.09,61,125.45,108.39,1
04-01-2024 08:21,1,414,120,58.99,89.58,292.03,358.59,5
04-01-2024 08:22,7,281,170,37.69,81.69,249.16,88.49,2
04-01-2024 08:23,9,507,35,58.91,67.93,282.23,479.35,4
04-01-2024 08:24,2,424,382,24.51,73.91,122.18,58.23,3
04-01-2024 08:25,10,653,331,11.9,46.26,210.42,510.17,4
04-01-2024 08:26,5,828,246,58.55,37.36,78.64,571.63,2
04-01-2024 08:27,10,660,340,53.98,42.65,260.42,465.27,1
04-01-2024 08:28,4,256,414,68.62,21.11,280.26,386.2,1
04-01-2024 08:29,6,569,309,65.23,62.53,84.02,67.42,4
04-01-2024 08:30,6,517,58,86.29,28.11,35.96,28.86,2
04-01-2024 08:31,2,931,412,49.05,72.22,64.22,287.1,5
04-01-2024 08:32,2,492,399,10.71,29.25,191.69,621.58,3
04-01-2024 08:33,4,966,422,63.61,32.11,85.29,524.88,3
04-01-2024 08:34,1,370,306,67.39,86.8,193.39,117.72,1
04-01-2024 08:35,9,142,141,54.33,22.9,108.31,556.59,4
04-01-2024 08:36,7,457,111,68.59,52.41,275.47,468.43,2
04-01-2024 08:37,7,207,163,37.5,19.7,138.52,150.04,2
04-01-2024 08:38,3,921,111,22.65,21.78,151.8,609.14,5
04-01-2024 08:39,3,148,152,66.49,62.51,107.68,667.64,5
04-01-2024 08:40,1,274,376,30.84,62.3,26.55,201.39,2
04-01-2024 08:41,3,901,65,48.79,29.48,150.62,515.99,2
04-01-2024 08:42,3,490,106,51.79,80.44,233.44,314.94,3
04-01-2024 08:43,4,769,216,50.56,67.66,286.14,65.6,4
04-01-2024 08:44,4,634,91,60.87,37.55,27.59,691.86,3
04-01-2024 08:45,3,450,402,12.5,33.63,240.23,660.18,5
04-01-2024 08:46,10,620,442,94.12,71.57,83.78,268,1
04-01-2024 08:47,8,848,26,70.89,70.02,247.73,434.57,2
04-01-2024 08:48,8,113,157,46.16,26.16,105.89,419.65,2
04-01-2024 08:49,1,817,72,26.26,41.19,38.76,158.42,4
04-01-2024 08:50,7,609,44,16.82,31.25,185.55,133.63,5
04-01-2024 08:51,2,328,90,67.14,37.06,268.7,678.53,2
04-01-2024 08:52,1,759,133,36.94,36.57,58.57,696.54,3
04-01-2024 08:53,3,719,161,29.51,88.2,11.43,585.64,4
04-01-2024 08:54,4,872,232,42.3,71.27,265.73,76.76,2
04-01-2024 08:55,6,568,380,60.4,73.5,210.86,729.13,1
04-01-2024 08:56,10,297,261,67.09,35.81,243.57,784.99,5
04-01-2024 08:57,5,417,383,64.84,15.04,22.65,624.98,4
04-01-2024 08:58,4,793,369,83.38,19.36,267.68,295.66,3
04-01-2024 08:59,8,667,111,28.59,56.47,128.65,336.5,5
04-01-2024 09:00,4,147,164,64.12,36.41,269.8,698.32,2
04-01-2024 09:01,10,317,77,18.59,29.47,24.15,238.55,1
04-01-2024 09:02,2,109,209,56.57,18.72,266.02,130.65,3
04-01-2024 09:03,3,549,13,59.64,80.69,203.65,661.79,5
04-01-2024 09:04,6,357,409,28.38,60.01,168.51,170.8,2
04-01-2024 09:05,8,542,58,43.29,23.05,23.23,727.69,4
04-01-2024 09:06,8,460,386,80.31,72.48,208.08,484.63,2
04-01-2024 09:07,9,189,344,22.61,71.69,181.34,453.19,4
04-01-2024 09:08,7,958,36,46.93,36.71,219.26,625.08,4
04-01-2024 09:09,2,377,25,89.28,29.13,216.43,32.84,2
04-01-2024 09:10,8,513,34,52.85,76.05,135.9,576.56,1
04-01-2024 09:11,7,751,140,71.64,39.72,65.38,486.83,4
04-01-2024 09:12,8,686,275,80.28,78.56,276.1,428.55,4
04-01-2024 09:13,3,974,370,27.32,18.27,278.05,189.51,2
04-01-2024 09:14,7,212,362,28.55,52.45,67.52,666.96,4
04-01-2024 09:15,10,109,222,74.48,28.47,191.04,215.51,3
04-01-2024 09:16,9,974,37,74.03,65.4,64.85,402.02,5
04-01-2024 09:17,3,80,363,15.12,89.79,259.06,143.3,2
04-01-2024 09:18,10,382,129,37.41,45.94,33.97,779.49,3
04-01-2024 09:19,6,125,316,43.88,22.52,297.11,171.74,4
04-01-2024 09:20,2,804,323,80.47,38.83,185.2,646.51,4
04-01-2024 09:21,2,366,433,45.86,81.86,11.76,225.2,4
04-01-2024 09:22,5,819,218,88.7,72.43,265.16,219.71,5
04-01-2024 09:23,5,466,335,94.71,32.42,206.92,348.93,1
04-01-2024 09:24,7,239,430,76.36,86.52,210.71,679.76,2
04-01-2024 09:25,2,538,248,66.64,61.66,86.13,556.29,3
04-01-2024 09:26,7,938,111,43.31,27.6,104.35,699.88,1
04-01-2024 09:27,5,364,304,15.7,57.92,274.75,56.83,2
04-01-2024 09:28,6,345,220,58.72,48.85,192.31,765.44,4
04-01-2024 09:29,8,550,196,40.74,76.48,10,80.17,4
04-01-2024 09:30,10,226,147,39.83,40.81,101.59,582.43,3
04-01-2024 09:31,4,849,344,68.46,80.62,181.57,181.6,1
04-01-2024 09:32,7,855,40,49.41,75.9,48.66,675.86,4
04-01-2024 09:33,6,909,134,73.93,65.6,34,692.64,5
04-01-2024 09:34,10,768,464,43.84,34.4,22.52,449.97,2
04-01-2024 09:35,2,264,352,22.82,87.77,191.02,334.24,3
04-01-2024 09:36,8,905,478,49.21,56.15,99.58,638.83,5
04-01-2024 09:37,10,702,191,90.84,83.06,115.24,701.74,3
04-01-2024 09:38,9,646,163,78.13,31.18,22.71,595.84,2
04-01-2024 09:39,5,743,456,27.49,88.75,222.72,727.4,1
04-01-2024 09:40,10,381,61,43.26,76.2,231.19,508.69,5
04-01-2024 09:41,4,177,5,88.86,86.19,249.68,542.97,4
04-01-2024 09:42,6,318,37,20.51,30.93,197.24,466.05,3
04-01-2024 09:43,8,600,460,31.59,47.3,233.12,400.77,1
04-01-2024 09:44,3,584,217,32.29,22.32,175.28,530.79,2
04-01-2024 09:45,10,803,225,58.53,25.27,150.03,457.7,4
04-01-2024 09:46,1,415,487,44.91,36.3,81.64,590.37,3
04-01-2024 09:47,4,668,216,16.79,86.37,20.75,748.7,1
04-01-2024 09:48,4,397,139,63.48,65.04,91.09,310.98,2
04-01-2024 09:49,1,191,106,18.42,38.6,206.67,340.71,1
04-01-2024 09:50,9,194,99,61.55,86.59,278.42,31.73,2
04-01-2024 09:51,3,841,168,53.1,70.48,80.58,431.09,4
04-01-2024 09:52,5,294,449,51.96,83.02,202.61,122.49,5
04-01-2024 09:53,6,491,264,15.74,84.54,146.08,578.48,3
04-01-2024 09:54,8,752,87,64.33,71.31,190.13,628.08,5
04-01-2024 09:55,6,339,84,46.66,33.24,5.48,583.74,4
04-01-2024 09:56,3,740,224,44.94,89.74,41.18,446.38,5
04-01-2024 09:57,6,161,11,60.7,39.38,69.02,436.69,3
04-01-2024 09:58,1,263,327,61.53,65.38,268.57,524.31,4
04-01-2024 09:59,4,699,186,11.28,78.36,16.96,452.67,3
04-01-2024 10:00,6,935,350,20.64,28.14,173.04,605.23,5
04-01-2024 10:01,7,249,379,30.1,60.68,278.95,717.73,1
04-01-2024 10:02,10,454,432,67.63,43.14,197.36,438.18,1
04-01-2024 10:03,3,470,231,59.02,33.32,147.9,106.07,3
04-01-2024 10:04,9,56,141,74.4,15.88,118.87,122.21,1
04-01-2024 10:05,7,907,106,72.95,80.4,189.14,313.22,3
04-01-2024 10:06,1,574,253,82.52,25.19,146.71,407.11,5
04-01-2024 10:07,2,641,444,42.03,80.86,213.1,195.54,2
04-01-2024 10:08,1,335,49,39.33,60.05,187.24,373.15,4
04-01-2024 10:09,9,720,451,80.64,61.58,172.39,125.87,5
04-01-2024 10:10,9,438,263,30.2,77.15,287.26,207.85,2
04-01-2024 10:11,7,465,491,49.2,53.21,251.53,592.49,5
04-01-2024 10:12,10,833,205,26.52,41.8,184.61,788.74,2
04-01-2024 10:13,3,762,357,87.68,25.41,163.9,165.24,3
04-01-2024 10:14,5,199,409,44.66,57.78,218.56,284.5,4
04-01-2024 10:15,4,477,407,28.06,56.49,242.16,293.54,3
04-01-2024 10:16,7,857,51,68.82,37.04,92.09,194.19,4
04-01-2024 10:17,9,342,175,30.79,60,201.75,179.16,2
04-01-2024 10:18,2,383,225,90.2,47.95,44.87,122.72,1
04-01-2024 10:19,8,321,261,41.25,75.41,131.98,727.86,1
04-01-2024 10:20,9,92,480,66.49,56.96,281.84,526.51,1
04-01-2024 10:21,10,517,222,39.35,85.03,101.26,246.56,1
04-01-2024 10:22,10,368,223,78.62,53.85,50.5,221.31,5
04-01-2024 10:23,9,541,269,86.24,81.56,48.11,479.98,5
04-01-2024 10:24,10,576,298,76.97,54.04,121.15,563.83,1
04-01-2024 10:25,7,809,381,82.12,56.85,71.43,217.35,3
04-01-2024 10:26,9,221,389,18.66,42.51,130.94,290.79,2
04-01-2024 10:27,9,779,407,88.55,45.01,217.07,246.68,1
04-01-2024 10:28,3,698,318,63.07,84.98,267.01,88.41,3
04-01-2024 10:29,4,370,385,83.88,31.75,37.5,321.49,3
04-01-2024 10:30,2,788,74,68.18,24.11,231.68,436.22,3
04-01-2024 10:31,10,93,114,27.16,77.27,35.53,531.19,5
04-01-2024 10:32,3,581,219,61.81,58.27,116.93,345.05,4
04-01-2024 10:33,5,680,54,17.73,36.35,298.98,787.03,5
04-01-2024 10:34,5,503,200,69.14,47.43,25.26,508.15,1
04-01-2024 10:35,6,795,372,44.77,54.37,11.75,711.54,1
04-01-2024 10:36,7,929,131,22.9,59.41,103.43,734.47,1
04-01-2024 10:37,7,940,339,93.23,76.58,285.58,660.69,2
04-01-2024 10:38,1,978,192,86.59,44.58,10.91,230.59,2
04-01-2024 10:39,2,897,179,85.95,65.74,70.7,356.4,4
04-01-2024 10:40,9,917,386,77.05,77.61,182.93,20.3,5
04-01-2024 10:41,10,823,305,68.82,78.28,73.96,372.1,3
04-01-2024 10:42,2,132,287,65.68,34.07,20.87,249.13,5
04-01-2024 10:43,6,592,240,19.02,41.26,20.47,107.28,1
04-01-2024 10:44,1,371,245,86.55,59.62,169.95,674.1,4
04-01-2024 10:45,3,835,330,84.9,81.43,170.76,545.29,2
04-01-2024 10:46,2,283,117,73.57,74.28,213.41,799.3,4
04-01-2024 10:47,3,589,208,88.82,58.8,43.86,408.74,3
04-01-2024 10:48,5,301,485,57.01,88.78,152.46,277.95,4
04-01-2024 10:49,10,885,212,48.05,47.92,182.28,225.77,4
04-01-2024 10:50,6,814,259,92.28,78.18,70.6,359.58,4
04-01-2024 10:51,9,498,380,49.45,76.38,166.47,261.7,1
04-01-2024 10:52,10,288,163,64.51,83.1,213.93,792.79,3
04-01-2024 10:53,4,539,226,41.71,89.08,297.3,162.58,2
04-01-2024 10:54,7,931,341,64.09,52.18,180.94,34.92,5
04-01-2024 10:55,6,513,420,71.21,29.67,259.05,121.4,2
04-01-2024 10:56,2,990,64,63.1,49.57,250.93,715.4,4
04-01-2024 10:57,10,363,416,53.74,79.04,282.38,561.26,4
04-01-2024 10:58,8,224,246,35.51,77.71,218.3,631.5,5
04-01-2024 10:59,7,755,18,64.73,40.2,67.86,269.97,3
04-01-2024 11:00,7,229,34,87.22,18.55,92.94,505.71,4
04-01-2024 11:01,8,981,312,10.59,53.24,236.48,572.16,1
04-01-2024 11:02,1,434,486,21.38,50.56,158.64,274.6,1
04-01-2024 11:03,1,344,323,20.18,21.43,79.14,585.13,2
04-01-2024 11:04,8,264,181,88.47,74.62,198.72,511.13,1
04-01-2024 11:05,4,764,451,66.33,36.27,272.43,251.06,2
04-01-2024 11:06,5,811,347,90.9,63.43,110.52,61.23,4
04-01-2024 11:07,8,923,194,59.54,22.61,180.89,205.53,1
04-01-2024 11:08,5,818,192,49.25,79.55,176.54,503.24,1
04-01-2024 11:09,10,124,67,77.35,70.45,42.46,487.24,5
04-01-2024 11:10,4,393,209,23.68,44.13,31.62,415.97,2
04-01-2024 11:11,6,763,366,42.41,62.21,267.38,216.15,5
04-01-2024 11:12,5,191,167,49.63,29.06,280.39,366.74,3
04-01-2024 11:13,7,767,246,35.37,88.91,271.75,132.35,5
04-01-2024 11:14,10,248,245,41.56,74.71,122.01,536.66,1
04-01-2024 11:15,7,968,166,16.64,74.17,89.85,697.94,1
04-01-2024 11:16,4,220,296,26.83,26.5,282.94,381.68,3
04-01-2024 11:17,5,455,403,38.52,16.33,265.43,186.14,2
04-01-2024 11:18,3,877,211,77.65,58.9,246.85,665.75,2
04-01-2024 11:19,4,277,492,25.51,25.81,103.58,264.2,2
04-01-2024 11:20,4,460,133,39.46,73.53,193.43,483.29,3
04-01-2024 11:21,3,947,197,15.52,46.21,226.37,78.83,4
04-01-2024 11:22,10,984,398,57.35,40.39,174.97,579.99,4
04-01-2024 11:23,5,740,347,61.96,20.52,182.59,379.32,3
04-01-2024 11:24,5,927,49,83.57,89.7,228.22,350.21,5
04-01-2024 11:25,7,836,64,79.62,86.7,231.21,749.17,3
04-01-2024 11:26,4,111,112,34.26,24.87,75.78,403.36,4
04-01-2024 11:27,4,376,356,21.64,39.96,120.25,33.07,4
04-01-2024 11:28,9,765,185,23.27,44.31,235.45,768.66,5
04-01-2024 11:29,6,928,104,92.36,37.26,82.13,29.53,1
04-01-2024 11:30,4,182,419,67.22,85.09,275.1,437.98,1
04-01-2024 11:31,2,633,213,13.62,69.1,252.47,514.21,1
04-01-2024 11:32,6,639,5,21.63,86.69,269.16,717.7,2
04-01-2024 11:33,2,238,119,51.29,80.59,92.7,549.79,4
04-01-2024 11:34,5,405,344,27.67,71.59,36.01,652.68,3
04-01-2024 11:35,6,120,249,78.31,67.27,34.67,620.54,5
04-01-2024 11:36,4,312,167,58.72,79.96,168.99,186.56,4
04-01-2024 11:37,3,355,383,62.07,66.31,95.15,566.37,1
04-01-2024 11:38,7,607,242,49.34,29.15,82.74,517.31,5
04-01-2024 11:39,2,273,280,31.77,63.61,70.61,210.3,3
04-01-2024 11:40,6,377,424,60.1,53.63,170.82,120.1,4
04-01-2024 11:41,4,811,363,70.94,88.64,166.69,606.28,3
04-01-2024 11:42,6,637,238,41.53,53.25,129.58,777.48,4
04-01-2024 11:43,4,123,306,52.92,17.88,45.84,595.99,4
04-01-2024 11:44,4,560,205,81.37,34.81,278.99,604.57,1
04-01-2024 11:45,4,191,486,22.64,83.8,131.24,150.03,5
04-01-2024 11:46,9,634,493,56.34,87.18,41.47,212.7,1
04-01-2024 11:47,7,151,314,39.62,69.64,15.94,476.89,4
04-01-2024 11:48,3,655,1,69.74,19.26,50.02,44.52,1
04-01-2024 11:49,3,630,171,11.6,16.77,92.65,540.98,4
04-01-2024 11:50,6,114,167,66.99,50.97,190.88,132.95,1
04-01-2024 11:51,6,242,394,18.75,89.98,291.43,342.45,4
04-01-2024 11:52,4,111,258,15.51,80.2,85.26,269.75,2
04-01-2024 11:53,9,581,63,71.59,84.98,237.99,103.04,2
04-01-2024 11:54,4,290,272,64.43,61.77,273.86,471.44,3
04-01-2024 11:55,9,764,37,86.07,79.43,120.51,301.77,4
04-01-2024 11:56,4,459,16,54.17,38.98,79.72,54.31,1
04-01-2024 11:57,2,349,254,55.05,17.05,149.86,366.65,4
04-01-2024 11:58,2,244,343,70.1,83.87,269.53,480.4,1
04-01-2024 11:59,5,503,346,37.49,31.38,8.24,121.72,3
04-01-2024 12:00,4,623,336,13.14,69.64,148.56,476.3,4
04-01-2024 12:01,7,668,27,29.55,64.42,228.49,255.58,3
04-01-2024 12:02,5,686,447,30.23,26.86,182.33,222.53,1
04-01-2024 12:03,6,350,111,38.53,29.68,151.72,640.48,5
04-01-2024 12:04,10,828,233,90.19,39.68,168.32,384.84,1
04-01-2024 12:05,4,505,478,78.41,71.77,187.67,314.78,3
04-01-2024 12:06,2,251,64,89.56,17.94,206.21,654.16,4
04-01-2024 12:07,10,723,97,94.88,45.53,110.07,730.07,4
04-01-2024 12:08,9,905,416,46.87,64.88,157.63,265.77,3
04-01-2024 12:09,10,351,393,29.3,27.86,85.7,59.31,4
04-01-2024 12:10,7,673,267,57.6,23.96,295.28,441.76,2
04-01-2024 12:11,4,386,485,84.9,44.27,60.25,577.82,5
04-01-2024 12:12,3,81,326,49.59,36.49,49.44,478.48,3
04-01-2024 12:13,10,147,414,52.96,63.68,84.3,556.68,5
04-01-2024 12:14,3,808,232,21.43,87.72,276.42,524.44,3
04-01-2024 12:15,9,822,399,45.74,15.34,199.36,765.68,5
04-01-2024 12:16,5,240,443,42.89,82.68,139.5,695.42,1
04-01-2024 12:17,3,590,48,39.89,47.49,277.99,122.84,3
04-01-2024 12:18,5,97,350,85.42,64.8,270.54,373.03,4
04-01-2024 12:19,2,299,210,15.04,78.83,123.47,374.72,5
04-01-2024 12:20,4,275,76,92.63,58.01,171.27,375.94,1
04-01-2024 12:21,10,321,247,10.7,22.3,272.09,745.95,1
04-01-2024 12:22,2,714,316,90.38,25.54,99.22,275.21,1
04-01-2024 12:23,2,534,68,56.58,74.2,125.22,499.13,4
04-01-2024 12:24,8,377,313,69.71,32.18,238.94,719.12,1
04-01-2024 12:25,1,846,64,25.91,57.68,211.1,59.42,5
04-01-2024 12:26,7,229,182,65.61,47.11,19.35,705.27,4
04-01-2024 12:27,5,863,80,84.97,37.77,39.63,616.67,3
04-01-2024 12:28,8,714,343,21.86,74.02,254.65,182.14,4
